quoteText,bookTitle,bookAuthor
"Characteristics of great product managers|Hiring product managers|When hiring product managers, you should select for the following skills:
1. Product taste. Product taste means having the insights and intuition to understand customer needs for a product in a given area. What product features will wow a customer or meet their core needs? If the PM is joining you from another industry they may not know the specific needs of your customers. However, they should have the skill set and tool kit to quickly learn about your customers and their needs.
2. Ability to prioritize. What is the value of a proposed product feature versus the engineering work needed to accomplish it? What is more important--a new product for the sales team or a feature for customers? Should pricing be optimized for consumers or small business owners? What is the 80% product that should be launched immediately and what singular customer problem does it solve?
3. Ability to execute. A big part of product management is convincing and cajoling teams and different resources to get the product to launch, and then to maintain the product and support the customer base. Product managers will partner with engineering, design, legal, customer support, and other functions to execute on the product road map.
4. Strategic sensibilities. How is the industry landscape evolving? How can the product be positioned to make an end run around the competition? Intel's famous pricing strategy in the 1970s is a good example of a bold strategic move. At the time Intel understood there was a strong reduction in their own costs as they scaled unit sales. Dropping unit sales would lead to increased demand and volume, causing a virtuous cycle. Intel smartly decided to launch a new silicon product at cost below their COGs in order to scale market share faster. In response, their customers bought in volumes they had not projected until two years out, causing a massively lower cost structure for them and therefore profitability. In other words, their low pricing became self-fulfilling and sustainable through massive volumes years ahead of projections.
5. Top 10% communication skills. Much of the job of a product manager boils down to understanding and then communicating trade-offs to a diverse group of coworkers and external parties.
6. Metrics and data-driven approach. You build what you measure. Part of the role of a product manager is to work with engineering and the data science team to define the set of metrics the product team should track. Setting the right metrics can be hard, and even the right metrics can sometimes drive the wrong behavior.",High Growth Handbook,Elad Gil
"Characteristics of great product managers|The four types of product managers|The product manager you hire depends on the type of product your company is working on. Often companies need a mix of the below. Some people can function as more than one type of PM, while other individuals are hard wired to only do one of the below well.
1. Business product manager
These product managers are strongest at synthesizing external customer requests into an internal product road map. Business PMs tend to thrive at enterprise software companies, or working on the partner-facing portions of consumer applications. They can work well with sales and present well to customers, yet are still technical enough to work with engineering and design to trade off road map versus engineering effort needed. They will have keener insights into product pricing, customer segmentation, and customer needs.
2. Technical product manager
Technical PMs are often (but not always) deeply technical people who can work with engineering on areas like infrastructure, search quality, machine learning, or other inward-facing work. Technical PMs can often work on a wide variety of products across enterprise and consumer as long as they can pick up the necessary business skills and have good user intuition to make the right trade-offs in the product.
3. Design product manager
Most commonly found working on consumer applications, design-centric product managers are more user experience-centric. Some companies will convert a designer to be the product manager for a consumer product. While designers are often incredibly talented at user experience and visual design, they may not be trained in making the trade-offs needed to run a business (e.g., advertising models, pricing, etc.) or may want a product to be pixel perfect (which means it will take longer to ship the product). In general, it is good to retrain design people who become product managers to focus more on pragmatic trade-offs between beauty and marketing. Design PMs spend the most time with internal engineering and design teams and tend to spend less time on outward facing or business-centric tasks.
4. Growth product manager
Growth PMs tend to be quantitative, analytical, numbers-driven, and in the best cases wildly creative and aggressive. The focus of the growth PM is to (i) determine the critical levers needed to drive product adoption and use, and then (ii) to manipulate those levers. For example, the growth team at Facebook added tens of millions of incremental users via email loops, funnel optimization, and large scale multivariate testing of sign up, conversion, and other flows. Growth PMs tend to work closely with engineering, marketing, UX, and in some cases partnership or deal teams. Sometimes growth marketing will play the role of growth product management and this role will report into marketing.
In general, the more technical and back-end heavy your product, the fewer product managers you will have. A database company is likely to have a much lower product manager to engineer ratio than a consumer internet company. When I was at Google, the search infrastructure team had a few-to-none product managers while the mobile team, which was more UI-centric and business-centric, had many (despite a much smaller engineering organization).",High Growth Handbook,Elad Gil
"Characteristics of great product managers|Not a product manager: project managers|Do not hire project managers as product managers. While project managers may be great at organizing and driving a schedule, they often lack the ability to prioritize features or ask the larger strategic questions. In general, project managers are not needed in high functioning software organizations, where a mix of the engineering manager and product manager will take on project management. Project managers may become useful for hardware products, external partner implementations, or vendor-specific hardware integrations.",High Growth Handbook,Elad Gil
"Interviewing PMs|Hiring product managers|When interviewing product managers, it is important to keep in mind the role you are hiring her for (see the previous section ""The four types of product managers""), as well as the generic capabilities sought out in all product managers (see ""Characteristics of Great Product Managers"") and all hires (culture fit, etc.).
Key areas to push product managers during interviews are:
1. Product insights. What products do you use daily? How would you change X product? How would you design X product for a specific set of users? What features would you add? What would you drop/discontinue? If you were starting a company from scratch, what product would you start with, and why? For example, how would you design a mobile phone for children?
2. Contributions to past successful products. When I worked at Google, I overlapped with some of the strongest product people I ever met. I also overlapped with a number of terrible product managers who happened to be at the right place at the right time. When interviewing a product manager from a successful product, it is important to dig into their specific contributions. For example: What role did you play in the product definition and launch? Who came up with which product features? Who drove the idea to price the product X way? Etc.
3. Prioritization. Focus your questions around prioritization on the frameworks the candidate uses for making trade-offs, rather than the trade-offs themselves. You can initiate these questions by providing a scenario or case study to work from. For example: What is a real world example where your company had multiple potential product paths to invest in but could not do all of them? How would the PM approach this decision-making choice? What factors would fold into it? What data could be used? What is an example of a product feature that the executive team requested that you pushed back on or had removed?
4. Communication and team conflicts. Was the PM able to sell a vision or product to their last company's leadership team? What disagreements or conflicts did the PM have with engineering or design? How were these disagreements resolved? How does the PM actively build relationships with other parts of the organization? What communication approaches does the PM use? What is important to communicate, and when? What is an example where a miscommunication caused an issue for a product? How was this resolved and what changed from a process perspective after? In general there is a natural tension between product, design, and engineering. Conflicts may arise naturally in a fast-paced environment. The key is how to build relationships to surmount disagreements and how to resolve conflicts if they do occur.
5. Metrics and data. What metrics did the PM track for their last product? How did they choose these metrics? What bad behavior could these metrics have driven and how would you avoid this behavior? What metrics would the PM track for your company's product? Why are those the right metrics? How often and in what context should metrics be reviewed? How do you evaluate if a product launch has been successful?",High Growth Handbook,Elad Gil
"Hiring a strong VP product|Hiring product managers|In many startups the CEO may initially play the role VP product. At some point the organization and processes need to be professionalized and a VP product will need to be hired in. Many CEOs at this point are tempted to hire a ""process person"" to drive product management as the CEO feels she understands product and just needs someone to execute her vision. This is often a mistake as the company scales and more is delegated to the VP layer over time. Instead, CEOs should look for a VP product who both understands product management processes as well as has a complementary or similar vision for the product and its road map.
The role of a VP product is to:
1. Drive product strategy, road-mapping, and execution across the organization. Obviously, this is done with the guidance of the CEO who is the final authority.
2. Create and empower a professional product management discipline.
3. Set cross-company product management processes.",High Growth Handbook,Elad Gil
"Money money money|Investors and returns|For the first 40 years of the technology industry, high-growth, breakout companies would go public (IPO) much earlier in their lifecycle. Intel went public two years after incorporation, Amazon when it was three years old, Apple at four, and Cisco at the ripe old age of five. Microsoft was an outlier and long in the tooth when it went public after ~10 years in 1986 (largely on the back of its 1980 deal with IBM for MS-DOS.)
In the 2000s, the timeline to IPO lengthened significantly with some companies taking up to a decade or more to go public. With this shift in time horizons has come a shift in financing strategies and capital sources to fund them. Investors who used to invest in young public technology companies have been forced to invest in private companies instead. Long time horizons to liquidity has created large secondary markets for common stock. And finally, the shrinking number of public breakout companies (and public company founder role models) has created a founder generation skeptical of going public.
In this section we cover new sources of capital for late stage financings, secondary stock sales and tenders, and initial public offerings. I am not a lawyer and this is not intended to be legal advice so talk with your attorney about these topics.",High Growth Handbook,Elad Gil
"How to evaluate late-stage funding sources|Funding sources|As a later-stage company, you will have a broader set of investors to choose from than you did in the early days. If you are a high-growth company choosing from a strong crop of investors, consider the following factors when selecting a later-stage funder:
Follow-on capital. Some late-stage funds can deploy hundreds of millions or billions of dollars. Is the fund able to follow on as you raise larger rounds?
Public market impact. Some public market investors, such as T. Rowe Price and Fidelity, send a strong positive market signal, as they are known as long-term holders of public equities. As you go public, they may hold your stock over the longer run, and this may impact your post-IPO perception and performance.
Note: At least one public market investor recently began publicly listing month-by-month changes in value in their private market portfolio (which makes no sense--can you really change a public company's valuation on a monthly basis?). This has caused issues for these companies in follow-on fundraises, secondaries, and employee morale.
Strategic value. Late-stage investors may have specific industry knowledge, partnership/introduction potential, or country-specific knowledge. For example, when entering the Chinese market, Uber originally set up a stand-alone subsidiary through which money was raised from Chinese funders who can help with government relations and other aspects of entering China. An investment from a strategic investor can also solidify a key partnership. For example, when Google signed the deal to power Yahoo! Search (at the time a company-making move), Google took an investment round from Yahoo!
Simple terms. Some late stage private equity firms or hedge funds ask for complex structures or extra liquidation preferences when doing investments. Terms may include additional issuance of shares under an IPO price, extra clawback of value during a sale under a certain price, and the like. If you are able to keep terms simple that is often worth the trade-off of also getting a lower valuation.
Board seats. A number of late-stage investors are willing to invest without taking a board seat--something DST pioneered. Avoiding a bloated board may become challenging as the number of rounds a company completes grows.
Ability to buy secondary stock or drive tenders. Some companies will couple a primary financing event (buying preferred stock) with a secondary sale or tender (allowing employees, founders, or early investors to sell part of their stake). Depending on the fund they may or may not have the appetite or the SEC registrations",High Growth Handbook,Elad Gil
"How to evaluate late-stage funding sources|How DST revolutionized late-stage investing|The three biggest innovations in venture investing in the last 10 years include (in no particular order) (1) Y Combinator and the early-stage revolution, (2) AngelList Syndicates and distributed angel networks, and (3) DST and late-stage investing.
Yuri Milner and DST revolutionized late-stage investing by taking large stakes in a number of companies, starting with Facebook in 2009, with the following characteristics:
While this style of investing is now more commonplace, at the time DST entered the market with its Facebook investment its approach was quite radical. In those days, later-stage investors typically asked for complicated preferences, board seats, or other ways to control the company. A number of funds have since copied DST, but the firm seems to always be a step ahead of the rest with its global diversification and ability to cherry-pick some of the best companies and investments.",High Growth Handbook,Elad Gil
"How to evaluate late-stage funding sources|Key Terms|Late-stage financings are not that different from earlier-stage rounds for the key terms to consider. However, at the later stages the two most important items you'll weigh tend to collapse down to preference and board membership.
Preference. While top-tier early-stage investors tend to have a clean preference structure (i.e., non-participating preferred 1), private equity firms and family offices may ask for unusual preference structures that effectively convert an equity round into a debt round. For example, if the company and investor cannot agree on valuation, the private equity fund may ask for a 2X or 3X preference, as well as a ratchet on the next round. Similarly, later-stage investors may put in special provisions around IPOs (e.g., if the IPO prices under a certain valuation, or takes longer than six to nine months, the investor gets extra stock), future fundraises, or other aspects of the company's life cycle. In general, you should avoid these special terms if you can, although you may not have the chance to do so, especially if your valuation starts to exceed your core business metrics or capital is scarce.
Board membership. As with all financings, a key element to think through is whether or not to add a board member as part of the round. In general, larger boards are harder to manage. However, late-stage investors may bring a perspective to the board that has been lacking up to this point--around financial discipline, for example, or the state of the public market. This perspective can be helpful or destructive, depending on the board member and broader company context. On average, later-stage investors will be more numbers/revenue/margin driven, and this can drive a company down either a very good or a very bad path.
Additionally, later-stage investors may not be as used to dealing with the many ""oh shit"" moments that a startup typically faces in a rapidly evolving market, with a shifting product road map, and a changing org structure. Some late-stage investors are notoriously hands-off/founder-friendly (e.g., Yuri Milner and DST). However, many are used to ""safer"" late-stage investments and can cause trouble for a high-growth startup that's still rapidly evolving.
Choose your board members carefully! And consider avoiding new additions altogether, unless your late-stage investors can help in unique ways. Depending on the dynamics around your fundraise, you may not have a choice--e.g., if the investor requires a board seat and you do not have a good alternative option.
Before adding anyone as a board member, make sure to (1) do due diligence on her past investments and board seats; (2) have frank conversations about company direction and expectations; and (3) decide if there are other ways to give late-stage investors meaningful impact and access to company information--without adding a board seat. Alternatively, a late-stage investor may be able to add enormous value to your board and even help to clean out poorly performing early-stage investors. See the section on Removing Board Members for more information on this. 2",High Growth Handbook,Elad Gil
"Don't over-optimize your valuation|Valuation|A common temptation for founders is to raise money at the highest possible valuation. High valuations may help with employee recruitment and compensation, generate positive PR for a company, provide ammunition for M&A, and stoke founder egos. Unfortunately, too high a valuation can lead to a host of problems down the line. For example, for many of the unicorn companies, their ability to raise their next round has less to do with whether they are viable businesses, and more to do with the valuation at which they previously raised money. 1
Too high a valuation relative to the overall market can cause the following issues:
 1. Follow on fundraises become hard. Investors typically expect a 2-3X increase in valuation with each round. At very high valuations (e.g., billions) this decreases to a 50%-100% markup with each round. Nonetheless, adding $1 billion in market cap is actually a lot of value creation (revenue, user growth, etc.). The higher the valuation, the harder it is to grow % market cap.
2. Investor mix may shift. At high valuations the time horizons of the investors who will become involved may shift. Many of the non-traditional late stage investors who have entered private equity venture markets have a short time horizon of 18 to 24 months, and they may push for liquidity or progress in ways that may not be aligned with a company's ultimate goals.
3. Internal pressure to hit a target valuation causes bad behavior. This is a biggie which I will mention more below: The pressure a founder puts on herself with a high valuation may distort her behavior and cause her to lead her company down the wrong path.
4. Employee expectations. People who join the company due to the perceived value and upside of the stock will be upset if a down round occurs or the valuation does not grow in the next few years. This can also occur if the company valuation slides flat for three to four years while waiting to catch up to its valuation.
The above are all fundamentally issues of expectations. The higher your valuation, the higher the expectations. The worst manifestation of this is the pressure founders put on themselves when valuations are high.",High Growth Handbook,Elad Gil
"Secondary stock sales|Selling stock|As your company's valuation continues to rise, early employees or investors may want to sell a subset of their stock in the company. A ""primary"" investment in a company is when you give a company money in exchange for its shares. A ""secondary"" investment is when you buy shares from someone besides the company (basically a previously owned share). In both cases, the shares could either be common stock or preferred stock. In other words, secondary stock is defined by who you are buying shares from versus the type of shares themselves.
For current or former employees, selling stock they hold may be driven by personal issues such as an expensive hospital bill for a family member, wanting to buy a house for themselves or their family, or an interest in diversifying what may be most of their net worth.
Early investors may be motivated to sell stock early by a need to return money to their funds' LPs (especially if they are in the process of raising another fund and want to show returns), or they may simply be looking out for their own financial interests and the need to generate ""carry"" on their funds. 1
Founders may also want to sell secondary stock to diversify their net worth, which is likely dominated by company stock. For that reason, founder sales, if done correctly, tend to align founders to focus on the long-term success or outcome of the company by taking away worries they may have about their personal financial future.",High Growth Handbook,Elad Gil
"Secondary stock sales|$500 million to $1 billion tends to be a transition point|In general, a $500 million to $1 billion valuation is usually where founders and/or employees might start to consider selling stock. This shift in behavior is due to three factors: (1) It take two to five years to get to a $1 billion valuation. During that time life events (children, family illness, and the like) may have occurred and there is a financial need; (2) the market cap of the company is large enough that most of an individual's net worth is tied up in the company, 1% of the company may be worth $5 million or $10 million, diversifitcation starts to be meaningful. (3) Employee belief in the remaining multiple upside to the company may start to diminish. Almost all high-growth companies are chaotic and messy, and competition always increases when something is working well for a startup. Most early employees interpret this as a limit on the upside of the company, which increases their interest in selling. Moreover, the value of small amounts of stock at that valuation is sufficient to motivate employees to sell.",High Growth Handbook,Elad Gil
"Secondary stock sales|Founder Sales|Founder secondary sales have become increasingly acceptable as a way to ensure that leaders continue to focus on the long-term potential of their companies, rather than sell early.
As an active founder, you may want to sell up to 10% of your holdings (or up to $5 to $10 million, whichever is lower) in a secondary transaction, as part of a round, a standalone sale, or a tender (more on each of those below). If you sell more than 10% (especially if you're still operationally involved with your startup), it will be perceived as a negative signal about your belief in the future of the company.
Most founder secondary sales occur once a company reaches a multi-hundred-million- dollar valuation. (There are some circumstances where smaller sales occur in the mid-to-high tens of millions if there is a specific founder need. In general, these earlier-stage sales amount to sales in the hundreds of thousands of dollars in order to pay off school debt or provide a small financial cushion for founders.)
Most founders I know are happy they took some amount of stock off the table to relieve financial pressures as the time to IPO keeps lengthening.",High Growth Handbook,Elad Gil
"Types of secondary sales|Secondary Sales|In general, secondary sales begin as one-off sales--for example an employee needs to quit the company to take care of a sick parents and wants to sell some stock to pay for better medical care. As market cap grows and with it the demand to sell stock, the company realizes that random people are buying their way onto the cap table, or the demand to sell grows to significant levels as the company gets older and more employees and investors hold illiquid stock for multiple years. At this point, many companies switch to a ""preferred buyer"" or ""tender"" approach. I review the different types of secondary sales below:
1. One-off sales
In this scenario, the seller is executing a one-time transaction with either an existing cap table investor (i.e., someone who already owns company stock) or a new entity that is not already involved with the company. In general, the company has an incentive to push the stock seller to a buyer it already knows well.
There are ways to incentivize a seller to work with a known buyer. That includes everything from a simple request (especially if the seller is still active with the company as an employee or investor or wants to maintain a good relationship with the company) to making life difficult for the seller via the exercise of rights of first refusal (ROFRs) or other moves that delay the transaction and may destabilize it for the buyer and seller.
In general, one-off sales can backfire on a company as new, non-savvy, or potentially badly-behaved investors come on board. It is beneficial to the long-term health and stability of the company to establish a set of ""preferred buyers"" early to soak up secondary sales and demand for selling stock. This may be an informal relationship with trusted investors already on the cap table who want to buy more secondary. In parallel, the company should start to institute programs detailing how much employees or early investors can sell, and under what circumstances. Holding out the promise of a tender or other program will often cause potential sellers to wait for the company to initiate a formal secondary program. Most people want to do the right thing for the company, and are willing to wait 6-12 months, or more, for the opportunity to sell in a company-sanctioned manner.
2. Selling as part of a funding round
A straightforward time to sell--as a founder, early employee, or early investor--is during a funding round. Most financing rounds for late-stage breakout companies tend to be oversubscribed. The extra demand for company stock means that an investor who could not get a full primary allocation may be willing to take in a blend of preferred (as part of the round) and common stock (acquired from an employee or founder), or early-stage preferred stock (from an early investor).
Most late-stage investors will be okay with buying some secondary common stock alongside a preferred funding round, as the preferred stock helps protect the overall investment in a blended manner. Alternatively, investors who could not get a piece of a round may be willing to buy only common stock instead, depending on the structure of their funds. (Some funds cannot have a large portion of common stock in their portfolios due to LP agreements or the need for additional SEC filings.)
Most investors tend to discount common stock 20% to 30% relative to the preferred stock price--i.e., they will want to pay less for common stock since preference does not exist and will not protect them in a downside scenario. For example, when DST purchased secondary stock in Facebook it did so at a $6.5 billion valuation--a 35% discount on the $10 billion preferred price at the time. 1 However, if the company is hot enough, or the buyer hungry enough, investors may pay the same amount for common and preferred.
The company will likely want to take an arm's length approach to the common stock sale to avoid 409A implications (more on this below).",High Growth Handbook,Elad Gil
"Types of secondary sales|Secondary Sales|A large, company-sanctioned stock sale (and 409A re-analysis) could cause a repricing of common stock for the entire company (and future employee options), which is worth avoiding if possible. Talk with your lawyers about this.
Usually no more than 20% of the funding round will take place as secondary. The venture capitalists may not want to take the risk of buying too much common stock (which lacks the financial and control protections of preferred stock). There are also regulatory limits on the percentage a venture capital fund can invest in secondary versus primary stock.
3. Preferred buyer programs
In a preferred buyer program, one or more funds are given preferred access to purchase secondary stocks. These programs may be informal (e.g., the company suggests that potential sellers talk to a small number of funds) or formal (e.g., the company assigns a secondary ROFR, or right of first refusal, to these funds).
In a formal preferred buyer program, a fund may sign a term sheet, LOI, or binding agreement with a company to provide dedicated funds to soak up secondary stock. As part of this agreement, the fund can generally purchase stock in a pre-defined range (e.g., at a 10% discount to last round) and may be assigned a ROFR by the company.
The ROFR may become important: In many cases, the company has a 30-day right to purchase stock from a seller at a price the seller has negotiated with another buyer. When a ROFR is assigned to a fund, this may add a second 30-day period; if the company passes, the fund has another 30 days to purchase stock at the price the buyer has agreed to. The net effect is a 60-day--or more--delay between the statement of intent to sell and the time when a transaction can actually occur. This two-month timeframe can make buyers and sellers quite nervous, as market and other conditions may change during this time, destabilizing a secondary transaction.
In addition, a ROFR provides a source of sanctioned liquidity for a stock under a certain valuation, driving certain buyers out of the market: they cannot close a transaction, as the preferred buyer will take the sale from them. Effectively, the ROFR creates too long a wait and too high a price for many sellers, driving down market demand for secondary. You should talk to your legal team about ROFR assignments to preferred buyers.
Preferred buyer programs can be of special help when acquiring other companies. In this case, the founders or investors of the acquired company may want to sell a subset or all of the stock they receive in the transaction. A preferred buyer may help facilitate this transaction (and hence the actual acquisition) without the company itself needing to pay out cash as part of the purchase. This can also be handled via a tender, where the acquired company's investors can sell into a tender instead of a preferred buyer program.
4. Tender offers
A tender is basically a large coordinated event in which one or more buyers buy secondary stock in your company at a preset price.
Tender offers typically follow this pattern:
1. The company tries to estimate demand for a secondary stock sale. This determines the rough size of the tender. The company may also put in place paperwork to further restrict stock sales by people who participate in the tender.
2. The company signs a term sheet with a buyer or set of buyers to purchase stock in a tender offering. The buyers set a single price for all sellers.
3. The company determines who can sell into the tender. Often, prior and current employees, investors, and founders can participate in tenders. In some cases, the size of the tender is preset, and who can sell is set in an order determined by the company. For example, if there is a $50 million tender offering (in other words, $50 million of stock is sold in aggregate), the company may say that current and past employees get first dibs on selling up to 20% of their holdings each. If there is enough demand from employees to cover the full $50 million, then investors and founders do not get to sell into the tender.
4. An administrative institution is hired to administer the tender, as there may be hundreds or thousands of eligible sellers. That institution will deal with all the mechanics and paperwork to cover the sale of the stock by employees and other sellers. Banks or other institutions, such as Deutsche Bank, are often hired to run tenders, even though they are not the actual buyer of the stock. The cost of hiring these administrators is typically at least partially covered by a transaction fee paid by the sellers into the tender pay (e.g., 1% of their sale).
5. The set of people who can sell into the tender is notified that the tender is open, and told the price set for the stock purchase. They are also informed of the window of time in which eligible people can notify the administrator how much they want to sell and fill out the paperwork for a sale. The selling window may be open for 20 or 30 days.
6. Once the selling window closes, the transaction occurs and the stock and cash change hands.
Typically, buyers in a tender are large institutional buyers from the hedge fund, private equity, or late-stage VC worlds, such as BlackRock, Goldman Sachs, DST, Fidelity, and others.
Tender offers may range from the tens of millions into the hundreds of millions or billions of dollars in size.",High Growth Handbook,Elad Gil
"Investor sales: An opportunity to renegotiate|Selling Stock|As your valuation rises, early investors may want to sell all or a subset of their stock in your company. For example, an early angel may want to diversify or sell her stake, as your company's stock may be her biggest financial holding. Alternatively, a venture fund may want to sell part or all of its stake to return money to LPs, especially if they are raising their next fund and want to ensure the participation of those same LPs.
""In general, you should view investor secondary sales as an opportunity to claw back rights and clean up governance in a manner that is positive and mutually beneficial for all parties involved. ""
- Elad Gil
An investor's interest in selling stock also presents a key opportunity for you, an opening to renegotiate prior terms with that investor. Some key items you may want to revisit include:
Information rights. As an investor's stake diminishes, you can argue that they should no longer receive information rights if they have them. In some rare cases I have seen the biggest sources of leaks for companies have been early investors, rather than employees, trading favors with TechCrunch. Cleaning up early investor information rights can make a difference.
Board participation. Board representation is supposed to reflect ownership. Further, some early-stage investors are great advisors for a small ten-person company, but have no operating experience or insights for later-stage companies. As part of a secondary sale by a venture fund, you can ask that their board member step down, or you can convert her board seat into an independent seat from a preferred one. This returns control to the company and its founders and allows you to remove people from your board who are no longer helpful (or, in some cases, may be actively destructive). A large secondary sale to a preferred buyer or a tender is a unique opportunity to clean up the board, at least partially.
Cleaning up your cap table. A secondary tender may be an opportunity to clean up your cap table. For example, you can go to all your small, early angels and offer an ""all or nothing"" sale, where they can sell their entire stake or none of it. This may allow you to remove multiple line items from your cap table at once and consolidate them by selling their stock to a single investor with a bigger ownership stake.
In general, you should view investor secondary sales as an opportunity to claw back rights and clean up governance in a manner that is positive and mutually beneficial for all parties involved. The funds get to sell part of their stake and return money early to LPs, and the company gets to remove board members or information rights that have existed past their prime.",High Growth Handbook,Elad Gil
"409A and RSUs|Selling Stock|The key balance in secondary sales is to allow for such transactions to occur without impacting a company's 409A valuation for common stock strike price. The 409A is an analysis you do to set the price for your stock options. If large, company-sanctioned common stock transactions occur at high prices, you will need to reset your common strike price upward, impacting your ability to reward employees.
You should talk to your legal team about the right approach to secondary sales and 409A. In addition, you should consider moving to restricted stock units (RSUs) instead of options once your valuation is over $1 billion and you are within 18-36 months of going public.",High Growth Handbook,Elad Gil
"IPOs: Taking a company public|Going public|A common characteristic of companies from the 2007-2012 period is that many of them are focused on taking as long as reasonable to go public. While there are some drawbacks to being a public company, there are also a number of benefits.",High Growth Handbook,Elad Gil
"IPOs: Taking a company public|Benefits of going public|1. Employee hiring, retention, and conversion. Compensation packages at companies sometimes go down after an IPO, with a higher conversion rate of candidates to employees. In general, this is due to the employees valuing stock as a liquid currency, as well as the perceptual de-risking of the company. Retention goes up on newer employees (who have more future value in the company) and often will go down for old-timer employees (who may have made millions or tens of millions and are now liquid and able to leave). In general, the old-timer contingent will be small and likely to leave eventually anyway.
2. M&A. A liquid currency provides the ability to buy companies without haggling around what the acquirers stock is really worth.
3. New capital sources for the company. Public markets can provide outsized funding for companies after an IPO. For example, Tesla's ongoing rise may have been difficult to support without the broader based global capital flows of the public market. In a lose capital environment this seems like a minor point. In tight capital markets this can be the saving grace for a company. For example, Opsware went public in 2001 as private market sources had all dried up.
4. Ability to partner or sell at scale. A public company tends to be taken more seriously for partnerships, sales, and other business activities.
5. Fiscal & business discipline. When Facebook went public, monetization was viewed as a low priority for the company. After the first serious drop in stock price after an earnings call, Zuckerberg moved engineering and other resources into the ads team to scale monetization. An argument could be made that Facebook would never have reached a $500 billion as a private company. Public market pressure forced Facebook to re-examine its own priorities and led to a highly valued, liquid currency that could be used to acquire Instagram, WhatsApp, and other potential competitors.",High Growth Handbook,Elad Gil
"IPOs: Taking a company public|Cons of going public|1. Larger, more complex board of directors. Once you are public there are a number of committees you need to staff at the board level. This increases board size and complexity. Small boards tend to be more nimble.
2. Financial and other controls. As you prepare for the IPO a number of financial and process controls need to be instated. Some of these are actually a net positive for the company, but many don't help support the core business and just slow things down.
3. Employee mix shifts. As your company scales from 10 to 1,000 people, the risk profile of the people who join also changes. In general, the later stage the company the more risk averse the cohort of employees. Once a company goes public the hiring profile hits another transition. In general you will have the same overall caliber of people joining, however their risk profile will shift to more conservative. This can be actively managed or augmented by acquiring entrepreneurial companies and integrating them in culturally. Alternatively, the executive team and founders will need to encourage risk taking and rule questioning as part of the new culture.",High Growth Handbook,Elad Gil
"IPOs: Taking a company public|Market cycles|Many first time founders running high-growth, private companies today have not lived through a major economic and capital cycle. When the public markets collapse private markets tend to overreact. This is due to a few reasons:
1. Comparables. If public market valuations drop by 20-30%, private market valuations tend to follow. This is the difference between a billion dollar valuation and a $700M valuation. If companies raised at a high price while the markets were strong, they may need to do a down round when markets rebalance.
2. Venture and growth fund LP rebalancing. Many of the limited partners (endowments, family offices, pension plans) in venture and growth funds have a set limit on the percent of their capital that can be in venture capital. If there is a large public market shift, they need to reallocate capital out of venture capital--which means that funds can raise less money to invest in startups. This usually takes one to three years to take place as the typical venture fund lifecycle is two to three years.
3. Fear replaces greed. When people get scared they sit on their wallets.
In general, it is best to go public during an ongoing bull market. You can raise large amounts of capital and have a liquid currency by which to make acquisitions. The capital you raise in an up market allows you to survive, and act more aggressively in a down market. Amazon took advantage of being a public company masterfully. During the bubble in the 1990s they used their market cap to make a large number of acquisitions. As the bubble collapsed they used the large amounts of capital raised from public markets to sustain the company through the dark periods of the early 2000s.
As founders wait longer to go public, they may end up with extra hurdles or obstacles relative to their IPO price. This may include drops in public markets, unusual private market terms (for example needing to clear an IRR or IPO price hurdle in order to raise private capital), or simply raising at too high a valuation and then spending a few years hopefully growing into it.
While the 1990s were characterized by companies who went public too early, the 2010s perhaps had many companies that waited too long.",High Growth Handbook,Elad Gil
"M&A: Buying other companies|M&A|As your valuation increases, your stock may suddenly become a valuable currency with which to buy other companies. Many first-time CEOs or executive teams tend to shy away from acquisitions due to a lack of familiarity. If done right acquisitions can accelerate a company's product and hiring plan, as well as enable key strategic or defensive moves against competitors.
When I was at Twitter, the M&A team reported to me. I saw firsthand both the value of M&A as a strategic tool as well as the sheer number of startups that flounder and are looking for an acquirer (the failed startups no one ever talks about). While at Google, I was involved with the diligence, integration, or post-merger product management of a number of companies including Android (which became the well-known handset platform), Google Mobile Maps (originally a company called ZipDash), and the first Gmail client application (originally a company called Reqwireless).
M&A was a powerful tool for both Google and Twitter to add new products and key people as well as make major strategic moves. Similarly, Facebook has stayed at the leading edge (and acquired major market share) via its acquisitions of companies such as WhatsApp and Instagram, but also less famous companies like Snaptu, which drove major adoption of Facebook as a mobile client to over a hundred million people in the low- and middle-income world.
Most companies wait too long before making their first acquisition or are hesitant to use their stock as currency. Hopefully the information in this section will spark your M&A interest--and facilitate your ability to buy companies--early, rather than late, in your startup's growth.",High Growth Handbook,Elad Gil
